,0,1,2,3,4,5,6,7,8,9,10,11
57,7.0,19.0,21.0,2.0,1.0,23.0,3.0,1.0,48.0,5.0,1.0,0.0
58,7.0,64.0,23.0,4.0,1.0,25.0,4.0,1.0,50.0,9.0,2.0,0.0
59,7.0,61.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,9.0,3.0,19.8609
60,7.0,66.0,34.0,4.0,3.0,32.0,4.0,3.0,64.0,9.0,3.0,20.1794
61,7.0,21.0,30.0,2.0,3.0,31.0,3.0,3.0,63.0,5.0,1.0,1.0
62,7.0,33.0,77.0,2.0,7.0,74.0,3.0,7.0,148.0,5.0,1.0,0.0
63,7.0,15.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,5.0,1.0,0.0
64,7.0,77.0,73.0,4.0,4.0,71.0,4.0,4.0,140.0,9.0,3.0,20.0372
65,7.0,78.0,79.0,4.0,7.0,75.0,4.0,7.0,149.0,9.0,3.0,20.1058
66,7.0,80.0,87.0,4.0,0.0,83.0,4.0,0.0,167.0,9.0,3.0,19.7941
67,7.0,32.0,70.0,2.0,4.0,69.0,3.0,4.0,138.0,5.0,1.0,1.0
68,7.0,18.0,19.0,2.0,5.0,20.0,3.0,5.0,42.0,5.0,1.0,0.0
69,7.0,17.0,11.0,2.0,10.0,11.0,3.0,10.0,24.0,5.0,1.0,0.0
70,7.0,61.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,9.0,3.0,19.9142
71,7.0,16.0,6.0,2.0,8.0,5.0,3.0,8.0,12.0,5.0,1.0,0.0
72,7.0,66.0,34.0,4.0,3.0,32.0,4.0,3.0,64.0,9.0,3.0,20.3042
73,7.0,19.0,21.0,2.0,1.0,23.0,3.0,1.0,48.0,5.0,1.0,0.0
74,7.0,33.0,77.0,2.0,7.0,74.0,3.0,7.0,148.0,5.0,1.0,0.0
75,7.0,35.0,85.0,2.0,0.0,82.0,3.0,0.0,166.0,5.0,1.0,0.0
76,7.0,21.0,30.0,2.0,3.0,31.0,3.0,3.0,63.0,5.0,1.0,1.0
77,7.0,15.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,5.0,1.0,0.0
78,7.0,77.0,73.0,4.0,4.0,71.0,4.0,4.0,140.0,9.0,3.0,20.1346
79,7.0,32.0,70.0,2.0,4.0,69.0,3.0,4.0,138.0,5.0,1.0,1.0
80,7.0,78.0,79.0,4.0,7.0,75.0,4.0,7.0,149.0,9.0,3.0,19.7922
81,7.0,80.0,87.0,4.0,0.0,83.0,4.0,0.0,167.0,9.0,3.0,20.1731
82,7.0,18.0,19.0,2.0,5.0,20.0,3.0,5.0,42.0,5.0,1.0,0.0
83,7.0,61.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,9.0,3.0,20.1458
84,7.0,17.0,11.0,2.0,10.0,11.0,3.0,10.0,24.0,5.0,1.0,0.0
85,7.0,44.0,37.0,3.0,11.0,35.0,3.0,11.0,69.0,8.0,2.0,0.0
86,7.0,16.0,6.0,2.0,8.0,5.0,3.0,8.0,12.0,5.0,1.0,0.0
87,7.0,19.0,21.0,2.0,1.0,23.0,3.0,1.0,48.0,5.0,1.0,0.0
88,7.0,21.0,30.0,2.0,3.0,31.0,3.0,3.0,63.0,5.0,1.0,1.0
89,7.0,33.0,77.0,2.0,7.0,74.0,3.0,7.0,148.0,5.0,1.0,0.0
90,7.0,79.0,84.0,4.0,6.0,80.0,4.0,6.0,161.0,9.0,3.0,19.7587
91,7.0,66.0,34.0,4.0,3.0,32.0,4.0,3.0,64.0,9.0,3.0,20.1929
92,7.0,15.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,5.0,1.0,0.0
93,7.0,77.0,73.0,4.0,4.0,71.0,4.0,4.0,140.0,9.0,3.0,20.4331
94,7.0,32.0,70.0,2.0,4.0,69.0,3.0,4.0,138.0,5.0,1.0,1.0
95,7.0,18.0,19.0,2.0,5.0,20.0,3.0,5.0,42.0,5.0,1.0,0.0
96,7.0,80.0,87.0,4.0,0.0,83.0,4.0,0.0,167.0,9.0,3.0,19.6966
97,7.0,78.0,79.0,4.0,7.0,75.0,4.0,7.0,149.0,9.0,3.0,19.6209
98,7.0,65.0,26.0,4.0,9.0,28.0,4.0,9.0,56.0,9.0,2.0,0.0
99,7.0,61.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,9.0,3.0,19.9143
100,7.0,56.0,83.0,3.0,6.0,79.0,3.0,6.0,160.0,5.0,3.0,1.0
101,7.0,17.0,11.0,2.0,10.0,11.0,3.0,10.0,24.0,5.0,1.0,0.0
102,7.0,21.0,30.0,2.0,3.0,31.0,3.0,3.0,63.0,5.0,1.0,1.0
103,7.0,19.0,21.0,2.0,1.0,23.0,3.0,1.0,48.0,5.0,1.0,0.0
104,7.0,16.0,6.0,2.0,8.0,5.0,3.0,8.0,12.0,5.0,1.0,0.0
105,7.0,66.0,34.0,4.0,3.0,32.0,4.0,3.0,64.0,9.0,3.0,19.6963
106,7.0,34.0,82.0,2.0,6.0,79.0,3.0,6.0,160.0,5.0,1.0,1.0
107,7.0,35.0,85.0,2.0,0.0,82.0,3.0,0.0,166.0,5.0,1.0,0.0
108,7.0,77.0,73.0,4.0,4.0,71.0,4.0,4.0,140.0,9.0,3.0,19.5072
109,7.0,18.0,19.0,2.0,5.0,20.0,3.0,5.0,42.0,5.0,1.0,0.0
110,7.0,79.0,84.0,4.0,6.0,80.0,4.0,6.0,161.0,9.0,3.0,20.4032
111,7.0,56.0,83.0,3.0,6.0,79.0,3.0,6.0,159.0,2.0,3.0,1521216770002.0
112,7.0,67.0,38.0,4.0,11.0,36.0,4.0,11.0,72.0,9.0,2.0,0.0
113,7.0,22.0,36.0,2.0,11.0,34.0,2.0,11.0,67.0,7.0,2.0,0.0
114,7.0,15.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,5.0,1.0,0.0
115,7.0,33.0,77.0,2.0,7.0,74.0,3.0,7.0,148.0,5.0,1.0,0.0
116,7.0,34.0,82.0,2.0,6.0,78.0,2.0,6.0,157.0,5.0,3.0,1.0
117,7.0,32.0,70.0,2.0,4.0,69.0,3.0,4.0,138.0,5.0,1.0,1.0
118,7.0,45.0,41.0,3.0,13.0,39.0,3.0,13.0,77.0,8.0,2.0,0.0
119,7.0,80.0,87.0,4.0,0.0,83.0,4.0,0.0,167.0,9.0,3.0,19.986
120,7.0,78.0,79.0,4.0,7.0,75.0,4.0,7.0,149.0,9.0,3.0,20.2714
121,7.0,61.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,9.0,3.0,20.3664
122,7.0,68.0,42.0,4.0,13.0,40.0,4.0,13.0,80.0,9.0,2.0,0.0
123,7.0,66.0,34.0,4.0,3.0,32.0,4.0,3.0,64.0,9.0,3.0,19.6491
124,7.0,79.0,84.0,4.0,6.0,80.0,4.0,6.0,161.0,9.0,3.0,19.6007
125,7.0,19.0,21.0,2.0,1.0,23.0,3.0,1.0,48.0,5.0,1.0,0.0
126,7.0,21.0,30.0,2.0,3.0,31.0,3.0,3.0,63.0,5.0,1.0,1.0
127,7.0,16.0,6.0,2.0,8.0,5.0,3.0,8.0,12.0,5.0,1.0,0.0
128,7.0,33.0,77.0,2.0,7.0,74.0,3.0,7.0,148.0,5.0,1.0,0.0
129,7.0,77.0,73.0,4.0,4.0,71.0,4.0,4.0,140.0,9.0,3.0,19.7861
130,7.0,15.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,5.0,1.0,0.0
131,7.0,35.0,85.0,2.0,0.0,82.0,3.0,0.0,166.0,5.0,1.0,0.0
132,7.0,17.0,11.0,2.0,10.0,11.0,3.0,10.0,24.0,5.0,1.0,0.0
133,7.0,32.0,70.0,2.0,4.0,69.0,3.0,4.0,138.0,5.0,1.0,1.0
134,7.0,18.0,19.0,2.0,5.0,20.0,3.0,5.0,42.0,5.0,1.0,0.0
135,7.0,64.0,23.0,4.0,1.0,25.0,4.0,1.0,50.0,9.0,3.0,20.2914
136,7.0,34.0,82.0,2.0,6.0,79.0,3.0,6.0,160.0,5.0,1.0,1.0
137,7.0,21.0,30.0,2.0,3.0,31.0,3.0,3.0,63.0,5.0,1.0,1.0
138,7.0,33.0,77.0,2.0,7.0,74.0,3.0,7.0,148.0,5.0,1.0,0.0
139,7.0,16.0,6.0,2.0,8.0,5.0,3.0,8.0,12.0,5.0,1.0,0.0
140,7.0,19.0,21.0,2.0,1.0,23.0,3.0,1.0,48.0,5.0,1.0,0.0
141,7.0,32.0,70.0,2.0,4.0,69.0,3.0,4.0,138.0,5.0,1.0,1.0
142,7.0,17.0,11.0,2.0,10.0,11.0,3.0,10.0,24.0,5.0,1.0,0.0
143,7.0,61.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,9.0,3.0,19.848
144,7.0,78.0,79.0,4.0,7.0,75.0,4.0,7.0,149.0,9.0,3.0,20.3901
145,7.0,77.0,73.0,4.0,4.0,71.0,4.0,4.0,140.0,9.0,3.0,19.5935
146,7.0,79.0,84.0,4.0,6.0,80.0,4.0,6.0,161.0,9.0,3.0,19.9351
147,7.0,80.0,87.0,4.0,0.0,83.0,4.0,0.0,167.0,9.0,3.0,20.4009
148,7.0,66.0,34.0,4.0,3.0,32.0,4.0,3.0,64.0,9.0,3.0,19.5693
149,7.0,63.0,13.0,4.0,10.0,12.0,4.0,10.0,25.0,9.0,3.0,19.9501
150,7.0,18.0,19.0,2.0,5.0,20.0,3.0,5.0,42.0,5.0,1.0,0.0
151,7.0,35.0,85.0,2.0,0.0,82.0,3.0,0.0,166.0,5.0,1.0,0.0
152,7.0,15.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,5.0,1.0,0.0
153,7.0,46.0,44.0,3.0,14.0,42.0,3.0,14.0,83.0,8.0,2.0,0.0
154,7.0,23.0,40.0,2.0,13.0,38.0,2.0,13.0,75.0,7.0,2.0,0.0
155,7.0,64.0,23.0,4.0,1.0,25.0,4.0,1.0,50.0,9.0,3.0,20.3104
156,7.0,34.0,82.0,2.0,6.0,79.0,3.0,6.0,160.0,5.0,1.0,1.0
157,7.0,16.0,6.0,2.0,8.0,5.0,3.0,8.0,12.0,5.0,1.0,0.0
158,7.0,80.0,87.0,4.0,0.0,83.0,4.0,0.0,167.0,9.0,3.0,19.6382
159,7.0,61.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,9.0,3.0,20.2557
160,7.0,78.0,79.0,4.0,7.0,75.0,4.0,7.0,149.0,9.0,3.0,19.7876
161,7.0,79.0,84.0,4.0,6.0,80.0,4.0,6.0,161.0,9.0,3.0,20.0605
162,7.0,77.0,73.0,4.0,4.0,71.0,4.0,4.0,140.0,9.0,3.0,19.995
163,7.0,21.0,30.0,2.0,3.0,31.0,3.0,3.0,63.0,5.0,1.0,1.0
164,7.0,19.0,21.0,2.0,1.0,23.0,3.0,1.0,48.0,5.0,1.0,0.0
165,7.0,62.0,8.0,4.0,8.0,7.0,4.0,8.0,14.0,9.0,3.0,20.0012
166,7.0,33.0,77.0,2.0,7.0,74.0,3.0,7.0,148.0,5.0,1.0,0.0
167,7.0,32.0,70.0,2.0,4.0,69.0,3.0,4.0,138.0,5.0,1.0,1.0
168,7.0,18.0,19.0,2.0,5.0,20.0,3.0,5.0,42.0,5.0,1.0,0.0
169,7.0,17.0,11.0,2.0,10.0,11.0,3.0,10.0,24.0,5.0,1.0,0.0
170,7.0,35.0,85.0,2.0,0.0,82.0,3.0,0.0,166.0,5.0,1.0,0.0
171,7.0,15.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,5.0,1.0,0.0
172,7.0,66.0,34.0,4.0,3.0,32.0,4.0,3.0,64.0,9.0,3.0,20.0302
173,7.0,63.0,13.0,4.0,10.0,12.0,4.0,10.0,25.0,9.0,3.0,19.5702
174,7.0,24.0,43.0,2.0,14.0,41.0,2.0,14.0,81.0,7.0,2.0,0.0
175,7.0,25.0,46.0,2.0,15.0,44.0,2.0,15.0,87.0,7.0,2.0,0.0
176,7.0,70.0,48.0,4.0,15.0,46.0,4.0,15.0,92.0,9.0,2.0,0.0
177,7.0,16.0,6.0,2.0,8.0,5.0,3.0,8.0,12.0,5.0,1.0,0.0
178,7.0,69.0,45.0,4.0,14.0,43.0,4.0,14.0,86.0,9.0,2.0,0.0
179,7.0,47.0,47.0,3.0,15.0,45.0,3.0,15.0,89.0,8.0,2.0,0.0
180,7.0,34.0,82.0,2.0,6.0,79.0,3.0,6.0,160.0,5.0,1.0,1.0
181,7.0,77.0,73.0,4.0,4.0,71.0,4.0,4.0,140.0,9.0,3.0,20.3979
182,7.0,79.0,84.0,4.0,6.0,80.0,4.0,6.0,161.0,9.0,3.0,19.652
183,7.0,64.0,23.0,4.0,1.0,25.0,4.0,1.0,50.0,9.0,3.0,19.8319
184,7.0,61.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,9.0,3.0,20.4505
185,7.0,78.0,79.0,4.0,7.0,75.0,4.0,7.0,149.0,9.0,3.0,19.6254
186,7.0,62.0,8.0,4.0,8.0,7.0,4.0,8.0,14.0,9.0,3.0,20.0283
187,7.0,57.0,86.0,3.0,0.0,82.0,3.0,0.0,166.0,5.0,3.0,1.0
188,7.0,26.0,49.0,2.0,16.0,47.0,2.0,16.0,93.0,7.0,2.0,0.0
189,7.0,48.0,50.0,3.0,16.0,48.0,3.0,16.0,95.0,8.0,2.0,0.0
190,7.0,80.0,87.0,4.0,0.0,83.0,4.0,0.0,167.0,9.0,3.0,19.6995
191,7.0,72.0,55.0,4.0,17.0,53.0,4.0,17.0,105.0,9.0,2.0,0.0
192,7.0,21.0,30.0,2.0,3.0,31.0,3.0,3.0,63.0,5.0,1.0,1.0
193,7.0,33.0,77.0,2.0,7.0,74.0,3.0,7.0,148.0,5.0,1.0,0.0
194,7.0,19.0,21.0,2.0,1.0,23.0,3.0,1.0,48.0,5.0,1.0,0.0
195,7.0,15.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,5.0,1.0,0.0
196,7.0,35.0,85.0,2.0,0.0,82.0,3.0,0.0,166.0,5.0,1.0,0.0
197,7.0,17.0,11.0,2.0,10.0,11.0,3.0,10.0,24.0,5.0,1.0,0.0
198,7.0,32.0,70.0,2.0,4.0,69.0,3.0,4.0,138.0,5.0,1.0,1.0
199,7.0,66.0,34.0,4.0,3.0,32.0,4.0,3.0,64.0,9.0,3.0,20.141
200,7.0,20.0,24.0,2.0,9.0,27.0,3.0,9.0,55.0,5.0,1.0,0.0
201,7.0,18.0,19.0,2.0,5.0,20.0,3.0,5.0,42.0,5.0,1.0,0.0
202,7.0,21.0,30.0,2.0,3.0,31.0,3.0,3.0,63.0,5.0,1.0,1.0
203,7.0,16.0,6.0,2.0,8.0,5.0,3.0,8.0,12.0,5.0,1.0,0.0
204,7.0,34.0,82.0,2.0,6.0,79.0,3.0,6.0,160.0,5.0,1.0,1.0
205,7.0,15.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,5.0,1.0,0.0
206,7.0,19.0,21.0,2.0,1.0,23.0,3.0,1.0,48.0,5.0,1.0,0.0
207,7.0,27.0,53.0,2.0,17.0,51.0,2.0,17.0,100.0,7.0,2.0,0.0
208,7.0,71.0,51.0,4.0,16.0,49.0,4.0,16.0,98.0,9.0,2.0,0.0
209,7.0,50.0,57.0,3.0,18.0,55.0,3.0,18.0,108.0,8.0,2.0,0.0
210,7.0,63.0,13.0,4.0,10.0,12.0,4.0,10.0,25.0,9.0,3.0,20.448
211,7.0,77.0,73.0,4.0,4.0,71.0,4.0,4.0,140.0,9.0,3.0,20.1077
212,7.0,75.0,64.0,4.0,20.0,62.0,4.0,20.0,123.0,9.0,2.0,0.0
213,7.0,49.0,54.0,3.0,17.0,52.0,3.0,17.0,102.0,8.0,2.0,0.0
214,7.0,57.0,86.0,3.0,0.0,82.0,3.0,0.0,165.0,2.0,3.0,1521216782996.0
215,7.0,73.0,58.0,4.0,18.0,56.0,4.0,18.0,111.0,9.0,2.0,0.0
216,7.0,64.0,23.0,4.0,1.0,25.0,4.0,1.0,50.0,9.0,3.0,19.877
217,7.0,61.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,9.0,3.0,19.9342
218,7.0,17.0,11.0,2.0,10.0,11.0,3.0,10.0,24.0,5.0,1.0,0.0
219,7.0,32.0,70.0,2.0,4.0,69.0,3.0,4.0,138.0,5.0,1.0,1.0
220,7.0,51.0,60.0,3.0,19.0,58.0,3.0,19.0,114.0,8.0,2.0,0.0
221,7.0,79.0,84.0,4.0,6.0,80.0,4.0,6.0,161.0,9.0,3.0,20.4309
222,7.0,33.0,77.0,2.0,7.0,74.0,3.0,7.0,148.0,5.0,1.0,0.0
223,7.0,28.0,56.0,2.0,18.0,54.0,2.0,18.0,106.0,7.0,2.0,0.0
224,7.0,74.0,61.0,4.0,19.0,59.0,4.0,19.0,117.0,9.0,2.0,0.0
225,7.0,62.0,8.0,4.0,8.0,7.0,4.0,8.0,14.0,9.0,3.0,19.8495
226,7.0,35.0,85.0,2.0,0.0,82.0,3.0,0.0,166.0,5.0,1.0,1.0
227,7.0,29.0,59.0,2.0,19.0,57.0,2.0,19.0,112.0,7.0,2.0,0.0
228,7.0,78.0,79.0,4.0,7.0,75.0,4.0,7.0,149.0,9.0,3.0,20.4105
229,7.0,31.0,65.0,2.0,12.0,63.0,2.0,12.0,124.0,7.0,2.0,0.0
230,7.0,53.0,66.0,3.0,12.0,64.0,3.0,12.0,126.0,8.0,2.0,0.0
231,7.0,80.0,87.0,4.0,0.0,83.0,4.0,0.0,167.0,9.0,3.0,20.1277
232,7.0,70.0,48.0,4.0,15.0,46.0,4.0,15.0,92.0,9.0,3.0,19.7564
233,7.0,30.0,62.0,2.0,20.0,60.0,2.0,20.0,118.0,7.0,2.0,0.0
234,7.0,52.0,63.0,3.0,20.0,61.0,3.0,20.0,120.0,8.0,2.0,0.0
235,7.0,76.0,67.0,4.0,12.0,65.0,4.0,12.0,129.0,9.0,2.0,0.0
236,7.0,1.0,81.0,0.0,6.0,77.0,0.0,6.0,153.0,4.0,2.0,0.0
237,7.0,21.0,30.0,2.0,3.0,31.0,3.0,3.0,63.0,5.0,1.0,1.0
238,7.0,66.0,34.0,4.0,3.0,32.0,4.0,3.0,64.0,9.0,3.0,19.8989
239,7.0,35.0,85.0,2.0,0.0,81.0,2.0,0.0,163.0,5.0,3.0,1.0
240,7.0,2.0,75.0,0.0,7.0,72.0,0.0,7.0,141.0,4.0,2.0,0.0
241,7.0,5.0,16.0,0.0,5.0,16.0,0.0,5.0,31.0,4.0,2.0,0.0
242,7.0,4.0,15.0,0.0,5.0,15.0,0.0,5.0,28.0,4.0,2.0,0.0
243,7.0,0.0,80.0,0.0,6.0,76.0,0.0,6.0,150.0,4.0,2.0,0.0
244,7.0,18.0,19.0,2.0,5.0,20.0,3.0,5.0,42.0,5.0,1.0,0.0
245,7.0,34.0,82.0,2.0,6.0,79.0,3.0,6.0,160.0,5.0,1.0,1.0
246,7.0,6.0,68.0,1.0,4.0,66.0,1.0,4.0,130.0,6.0,2.0,0.0
247,7.0,3.0,9.0,0.0,10.0,8.0,0.0,10.0,15.0,4.0,2.0,0.0
248,7.0,19.0,21.0,2.0,1.0,23.0,3.0,1.0,48.0,5.0,1.0,0.0
249,7.0,7.0,5.0,1.0,8.0,3.0,1.0,8.0,6.0,6.0,2.0,0.0
250,7.0,20.0,24.0,2.0,9.0,27.0,3.0,9.0,55.0,5.0,1.0,0.0
251,7.0,15.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,5.0,1.0,0.0
252,7.0,8.0,17.0,1.0,5.0,17.0,1.0,5.0,34.0,6.0,2.0,0.0
253,7.0,61.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,9.0,3.0,19.5407
254,7.0,16.0,6.0,2.0,8.0,5.0,3.0,8.0,12.0,5.0,1.0,0.0
255,7.0,63.0,13.0,4.0,10.0,12.0,4.0,10.0,25.0,9.0,3.0,20.1878
256,7.0,10.0,39.0,1.0,13.0,37.0,1.0,13.0,73.0,6.0,2.0,0.0
257,7.0,9.0,35.0,1.0,11.0,33.0,1.0,11.0,65.0,6.0,2.0,0.0
258,7.0,33.0,77.0,2.0,7.0,74.0,3.0,7.0,148.0,5.0,1.0,0.0
259,7.0,12.0,10.0,6.0,10.0,9.0,6.0,10.0,18.0,11.0,2.0,0.0
260,7.0,32.0,70.0,2.0,4.0,69.0,3.0,4.0,138.0,5.0,1.0,1.0
261,7.0,77.0,73.0,4.0,4.0,71.0,4.0,4.0,140.0,9.0,3.0,19.5759
262,7.0,11.0,69.0,6.0,4.0,67.0,6.0,4.0,132.0,11.0,2.0,0.0
263,7.0,64.0,23.0,4.0,1.0,25.0,4.0,1.0,50.0,9.0,3.0,19.8346
264,7.0,17.0,11.0,2.0,10.0,11.0,3.0,10.0,24.0,5.0,1.0,0.0
265,7.0,21.0,30.0,2.0,3.0,31.0,3.0,3.0,63.0,5.0,1.0,1.0
266,7.0,79.0,84.0,4.0,6.0,80.0,4.0,6.0,161.0,9.0,3.0,20.4532
267,7.0,18.0,19.0,2.0,5.0,20.0,3.0,5.0,42.0,5.0,1.0,0.0
268,7.0,34.0,82.0,2.0,6.0,79.0,3.0,6.0,160.0,5.0,1.0,1.0
269,7.0,62.0,8.0,4.0,8.0,7.0,4.0,8.0,14.0,9.0,3.0,19.632
270,7.0,13.0,18.0,6.0,5.0,18.0,6.0,5.0,36.0,11.0,2.0,0.0
271,7.0,81.0,88.0,7.0,0.0,84.0,7.0,0.0,168.0,12.0,2.0,0.0
272,7.0,82.0,14.0,7.0,10.0,13.0,7.0,10.0,26.0,12.0,2.0,0.0
273,7.0,14.0,52.0,6.0,17.0,50.0,6.0,17.0,99.0,11.0,2.0,0.0
274,7.0,83.0,27.0,7.0,9.0,29.0,7.0,9.0,57.0,12.0,2.0,0.0
275,7.0,78.0,79.0,4.0,7.0,75.0,4.0,7.0,149.0,9.0,3.0,19.8776
276,7.0,19.0,21.0,2.0,1.0,23.0,3.0,1.0,48.0,5.0,1.0,0.0
